unidade,curso,ano,modalidade,chamada,nota_1,nota_2_1,nota_2_2,nota_final,nota_redacao,classificacao_carreira,classificacao_curso,redacao
FE,Pedagogia (Noturno),2021,Escola Pública (EP),Primeira,54,58.0,50.83,562.78,38.0,3,3,
FE USP,Pedagogia (noturno),2021,Ampla Concorrência (AC),Primeira,57,55.0,37.5,519.44,36.0,45,45,
ESALQ,Engenharia Florestal,2021,Escola Pública (EP),Segunda,48,45.67,31.67,435.56,27.67,11,11,
FE,Pedagogia- noturno,2021,Ampla Concorrência (AC),Primeira,44,48.0,50.0,489.63,21.5,75,74,
FE,Pedagogia (Vespertino),2021,Ampla Concorrência (AC),Primeira,67,54.5,53.33,607.59,28.0,5,4,
FE,Pedagogia (Noturno),2021,Ampla Concorrência (AC),Primeira,55,52.5,41.67,517.59,40.0,46,46,https://drive.google.com/open?id=1fiC6Ojq2EjOEkdOB4FZRgLfA39CagYfR
FAU,Arquitetura e Urbanismo,2021,Ampla Concorrência (AC),Primeira,75,61.5,70.0,716.11,31.5,38,38,
ECA,Artes Cênicas,2021,Ampla Concorrência (AC),Primeira,67,61.0,52.0,763.89,33.0,3,3,
ECA,Artes Cênicas,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,49,49.5,36.67,673.22,29.5,2,2,
Poli,Engenharia Elétrica,2021,Ampla Concorrência (AC),Primeira,70,57.5,95.0,767.59,33.5,141,93,
FFCLRP,PSICOLOGIA ,2021,Ampla Concorrência (AC),Primeira,73,64.5,75.83,738.15,37.0,3,3,https://drive.google.com/open?id=11yNarSwkHkMMfc4ela13mBRCLOV0VBJ_
FD,Direito Matutino,2021,Ampla Concorrência (AC),Primeira,76,57.5,81.67,745.37,29.5,64,63,
Poli,Engenharia de Computação,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,60,57.5,40.0,547.22,30.0,19,13,https://drive.google.com/open?id=14PQB2SG72iHw1G_vlUOARWj3IniISAgm
Poli,Engenharia Elétrica,2021,Escola Pública (EP),Primeira,60,60.0,42.5,563.89,33.0,173,108,https://drive.google.com/open?id=13o3mIOxfPVVgPxpkwjXSgWgDSkDDmBOh
Poli,Engenharia Elétrica,2021,Ampla Concorrência (AC),Primeira,79,63.5,82.5,779.26,35.0,101,65,
Poli,Engenharia Elétrica,2021,Ampla Concorrência (AC),Primeira,82,69.5,86.67,824.26,38.5,30,23,https://drive.google.com/open?id=1IY2qj4isK06UbrGpnZbnztv1V7C-tpwE
EEL,Engenharia  Física,2021,Ampla Concorrência (AC),Primeira,76,48.0,59.0,635.0,30.0,12,12,https://drive.google.com/open?id=1184H7j7GUQVWlHUFUCspkGW4RfGjTEtO
Poli,Engenharia de Computação,2021,Escola Pública (EP),Primeira,68,60.5,59.17,650.74,35.0,57,36,
FFCLRP,Música,2021,Escola Pública (EP),Primeira,51,53.5,51.67,683.67,28.0,1,1,
ECA,Audiovisual,2021,Escola Pública (EP),Primeira,73,67.0,63.33,704.81,33.0,1,1,https://drive.google.com/open?id=1dnIXyRJs0EhjR4P3Gau3phBOBJay3-xX
IME,Estatística (Bach),2021,Ampla Concorrência (AC),Primeira,74,53.5,55.83,638.52,29.5,158,36,https://drive.google.com/open?id=1x1_36CmgSZ18o8XjflcXA5DZBc08GzlY
FEARP,Administração,2021,Ampla Concorrência (AC),Primeira,58,64.0,54.0,608.0,35.0,28,27,https://drive.google.com/open?id=1SG0iQDMRkdCmJQNYntn7pDHT1YfKceJc
Poli,Engenharia Civil,2021,Escola Pública (EP),Primeira,53,51.0,54.17,546.85,27.0,208,63,
FMRP,Medicina,2021,Ampla Concorrência (AC),Primeira,89,63.5,92.5,849.63,38.0,25,25,https://drive.google.com/open?id=1H5PIc_FGpAW6QA6aLo3gFvhZiUooLXyP
Poli,Engenharia Civil,2021,Escola Pública (EP),Primeira,58,57.0,45.0,552.04,34.5,194,59,
EESC,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,73,70.0,58.33,698.15,46.5,46,41,https://drive.google.com/open?id=1S1FC0SzatXjxknDBMQdt3stpmvCKebvU
FFCLRP,Psicologia,2021,Ampla Concorrência (AC),Primeira,64,61.0,67.5,665.37,32.0,19,19,https://drive.google.com/open?id=1fIq27ar-nV6hKCaNm_ZaY8hnsTWMR8xB
EESC,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,69,59.0,70.0,585.56,35.0,60,54,
FMRP,Medicina,2021,Ampla Concorrência (AC),Primeira,86,71.0,86.0,841.0,39.0,3535,3535,https://drive.google.com/open?id=1k3cM_CfJOsGx9f044HeaNfz1xG9BCp2t
FMRP,Medicina,2021,Escola Pública (EP),Primeira,78,71.0,80.0,792.0,43.0,11,11,
FMRP,Medicina,2021,Ampla Concorrência (AC),Primeira,84,74.5,85.83,845.56,41.5,30,30,https://drive.google.com/open?id=1D9iNKgWz_VBx4mPIWTBUIn2qds6-oTa7
FMRP,Medicina,2021,Ampla Concorrência (AC),Primeira,84,71.5,86.67,838.33,43.5,44,44,https://drive.google.com/open?id=1KEhwnxMDWf0FUZAcjwQvFwGciHFthc5s
Poli,Engenharia Civil,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,46,50.0,51.67,509.26,28.5,33,14,https://drive.google.com/open?id=1CCW5lZckZgDoEIe0CZ7Qi4K8bhzq0ihV
EESC,Engenharia de Computação,2021,Ampla Concorrência (AC),Primeira,79,63.5,69.5,731.0,36.0,18,18,https://drive.google.com/open?id=1GPKHIPUdz7QcQXR9p1gU1hm8xb7zDx4n
IME,Matemática (Lic),2021,Ampla Concorrência (AC),Primeira,72,57.0,66.67,678.89,35.0,7,6,https://drive.google.com/open?id=1f5wGbm9z3mGoYGrqesKXjyUKrlWsNiih
FFCLRP,Psicologia,2021,Ampla Concorrência (AC),Primeira,74,73.0,75.83,770.19,38.5,2,2,
EE,Enfermagem (integral),2021,Escola Pública (EP),Primeira,50,57.5,52.5,551.85,33.0,9,9,
FFCLRP,Psicologia,2021,Escola Pública (EP),Primeira,56,67.0,58.33,625.19,41.0,6,6,https://drive.google.com/open?id=11ChVBFvJe3wvMwzJyRyN0cghJuMZb3-b
FMRP,Medicina,2021,Escola Pública (EP),Primeira,80,60.0,90.0,797.0,37.0,10,10,https://drive.google.com/open?id=1quZ8kpNrsvP6T6azDh3XiuDLy21LxL5j
EACH,Sistemas de Informação,2021,Escola Pública (EP),Primeira,59,66.5,41.67,579.07,43.0,43,19,https://drive.google.com/open?id=1EQi2HWcRUJCmszr1FH9DHvCkbiAE4xFC
FFCLRP,Psicologia,2021,Ampla Concorrência (AC),Primeira,80,71.5,60.0,734.63,38.5,5,5,
FEARP,Administração,2021,Ampla Concorrência (AC),Primeira,67,55.5,42.5,574.81,33.0,62,45,https://drive.google.com/open?id=191v7vR8jNOfEPhLsTlpeakWsR7uCxmfn
IP,Psicologia,2021,Ampla Concorrência (AC),Primeira,81,77.5,80.83,827.78,43.0,1,1,
Poli,Engenharia de Petróleo,2021,Ampla Concorrência (AC),Primeira,73,54.5,79.17,715.93,28.5,397,33,https://drive.google.com/open?id=1nBkGONz1yXI3EdAMn4O0CpnyPfbHOSk_
FFLCH,Filosofia,2021,Ampla Concorrência (AC),Primeira,72,77.0,56.67,712.22,46.5,1,1,https://drive.google.com/open?id=1_lO6XQ5fFgdvXNOh2H2z_ztEOqt3Fk54
EE,Enfermagem (integral),2021,Escola Pública (EP),Primeira,53,47.5,52.5,529.63,25.0,14,14,
Poli,Engenharia Mecatrônica,2021,Ampla Concorrência (AC),Primeira,78,66.0,80.0,775.56,36.5,117,65,https://drive.google.com/open?id=1EKOCTJodlnKpBhOtYAZ4LMr3Z6OdwtKy
FFLCH,Letras (Básico),2021,Ampla Concorrência (AC),Primeira,44,59.5,56.57,550.19,35.0,224,222,
FSP,Nutrição,2021,Escola Pública (EP),Primeira,53,61.0,43.33,544.07,33.0,520,32,
IB,Ciências Biológicas,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,42,55.0,45.83,491.67,30.0,9,8,
FMVZ,Medicina Veterinária,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,52,54.0,36.0,494.0,34.0,4,4,
FAU,Arquitetura e Urbanismo,2021,Escola Pública (EP),Primeira,66,64.0,56.0,648.0,40.0,7,7,
Poli,Engenharia de Petróleo,2021,Ampla Concorrência (AC),Primeira,73,60.0,70.83,706.48,33.5,455,43,
FFLCH,Letras (Básico),2021,Ampla Concorrência (AC),Primeira,51,59.5,50.83,556.67,32.0,210,208,https://drive.google.com/open?id=1bzv7nvZXiDezyv0Qr5JsfqD_Z4ZH4qY3
EEUSP,Enfermagem (integral),2021,Escola Pública (EP),Primeira,48,57.5,47.5,527.78,35.0,15,15,https://drive.google.com/open?id=1_8Yssk9Od0oH0lKbSb3ix3_0Ah6I6B4T
EACH,Têxtil e Moda,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,57,68.5,25.0,522.78,38.5,1,1,
IME,Ciência da Computação,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,70,46.83,45.83,568.15,35.33,9,9,https://drive.google.com/open?id=12h07_bYKlDGIHz9gPhIrb5AEroKB3H-4
FD,Direito Matutino,2021,Ampla Concorrência (AC),Primeira,72,65.0,73.33,727.78,31.5,109,108,https://drive.google.com/open?id=1GYJlQummHlpokwajiRtCoBMcv935N-B2
FEA,Economia Diurno,2021,Escola Pública (EP),Primeira,64,60.5,61.67,644.26,35.0,15,15,https://drive.google.com/open?id=119p_X-Tzx0cwTj2722YUcePhKRT854BR
EACH,Sistemas de Informação,2021,Ampla Concorrência (AC),Segunda,64,60.0,52.5,612.04,39.5,200,98,https://drive.google.com/open?id=1ZQojayhiFg_hV3-PtcWxkktjuglf0Aio
FD,Direito Matutino,2021,Ampla Concorrência (AC),Primeira,73,74.0,74.17,764.26,38.0,31,31,
EESC,Engenharia Elétrica (eletrônica),2021,Ampla Concorrência (AC),Primeira,72,64.5,64.17,695.56,38.0,36,36,https://drive.google.com/open?id=1XXbQPoyX6H1F7pP3VxG26ravrj5C0awK
IME,Matemática Aplicada e Computacional (Bach),2021,Escola Pública (EP),Primeira,56,49.67,35.0,489.63,30.67,63,34,
IME,Ciência da Computação,2021,Ampla Concorrência (AC),Primeira,85,81.83,85.83,873.7,43.33,1,1,
IME,Matemática Aplicada (Bach),2019,Escola Pública (EP),Primeira,55,61.0,45.83,559.81,26.5,22,11,
IME,Matemática Aplicada e Computacional (Bach),2021,Ampla Concorrência (AC),Primeira,66,57.5,68.33,663.89,32.0,126,42,
FFLCH,História,2021,Escola Pública (EP),Primeira,51,66.0,55.0,592.22,37.0,15,15,
ICMC,Bacharelado e Licenciatura em Matemática (Integral),2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,59,46.5,37.5,498.52,31.5,10,2,
ICMC,Bacharelado em Matemática Aplicada e Computação Científica (Diurno),2021,Ampla Concorrência (AC),Primeira,70,63.0,60.0,669.26,34.5,114,16,
Poli,Engenharia Civil,2021,Ampla Concorrência (AC),Segunda,71,68.5,65.83,710.74,41.0,425,126,https://drive.google.com/open?id=1-lDyOCK2jvCr_oFqLeVjjzdWN3hkCttN
FFLCH,História,2021,Ampla Concorrência (AC),Primeira,65,59.5,58.33,633.52,37.0,57,55,
ECA,Com. Social: Publicidade e Propaganda,2021,"Pretos, Pardos e Indígenas (PPI)",Segunda,48,54.5,40.83,495.56,36.5,6,6,https://drive.google.com/open?id=1bkEKODafKexeeeNrSNIuuiZW9Vas4ZnO
FM,Medicina,2021,Ampla Concorrência (AC),Primeira,87,73.0,95.0,882.22,48.0,15,15,https://drive.google.com/open?id=1WlGcL1idQE3orUqAyEzzkEcTz_N13AyQ
FZEA,Medicina Veterinária,2021,Ampla Concorrência (AC),Primeira,67,59.0,75.83,697.59,33.0,1,1,
FMRP,Medicina,2021,Ampla Concorrência (AC),Segunda,87,67.5,86.67,836.11,39.5,51,51,https://drive.google.com/open?id=1UgMuJlNSdfgj3dsbNRu5RO-GAukq35a0
IQ,Química Noturno (Bach e Lic),2021,Ampla Concorrência (AC),Primeira,60,55.0,52.0,582.0,30.0,39,36,
EESC,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,75,71.0,57.5,706.11,41.5,40,39,https://drive.google.com/open?id=144mm0kzIP_DKEqAxmjg5A9wZtYSSPbXG
FEA,Economia Diurno,2021,Ampla Concorrência (AC),Segunda,75,61.0,64.17,695.0,38.0,78,66,https://drive.google.com/open?id=1VBhB8MkhXNsIyTabasmrsDApLeFi9UBY
Poli,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,85,68.0,88.33,835.93,35.0,19,5,
FEA,Administração Noturno,2021,Ampla Concorrência (AC),Segunda,74,58.0,52.5,642.41,29.5,245,166,
IME,Matemática Aplicada (Bach),2021,Escola Pública (EP),Segunda,47,42.5,45.83,468.52,28.5,77,32,
FCF,Farmácia Bioquímica,2021,Escola Pública (EP),Primeira,63,59.5,38.33,559.44,33.0,21,21,
ECA,Com. Social: Publicidade e Propaganda,2020,Ampla Concorrência (AC),Primeira,66,52.0,48.33,578.89,26.5,22,22,
FAU,Arquitetura e Urbanismo,2021,Escola Pública (EP),Primeira,57,67.0,45.83,587.22,38.0,30,30,
FAU,Arquitetura e Urbanismo,2021,Escola Pública (EP),Primeira,68,63.5,52.5,638.52,36.5,9,9,https://drive.google.com/open?id=1dRTJqXPbP1YWIzmCbwTj_NnUzXJpwpWf
FEA,Economia Noturno,2021,Ampla Concorrência (AC),Primeira,76,56.0,65.0,684.81,33.0,97,86,https://drive.google.com/open?id=1yhA2CU6ic6eS54TCqu1K_9ZpNehFXYOu
Poli,Engenharia Elétrica,2021,Ampla Concorrência (AC),Segunda,75,64.0,72.5,732.78,33.5,294,191,
Poli,"Engenharia de Materiais, Metalúrgica ou Nuclear",2021,Ampla Concorrência (AC),Segunda,71,55.5,82.5,722.96,27.5,347,93,
IME,Matemática (Bach),2021,Escola Pública (EP),Primeira,54,42.0,43.0,484.0,23.0,66,28,
IME,Matemática (Bach),2021,Ampla Concorrência (AC),Primeira,67,66.5,79.17,733.7,36.5,41,21,https://drive.google.com/open?id=14jutAH9UfI5KuPcEnxzxcl3AlJhkv4D5
IME,Matemática Aplicada (Bach),2021,Ampla Concorrência (AC),Primeira,77,71.0,64.17,735.74,38.5,36,14,
IME,Matemática (Lic),2021,Escola Pública (EP),Primeira,63,56.5,45.83,574.44,31.0,3,3,https://drive.google.com/open?id=1fsLnJTyihD-9aNfaRrMsZYfDlIsPNGEi
IME,Estatística (Bach),2021,Ampla Concorrência (AC),Primeira,74,47.0,51.67,602.96,23.0,209,52,
IME,Matemática (Lic),2021,Escola Pública (EP),Primeira,63,53.0,51.67,582.22,30.0,2,2,https://drive.google.com/open?id=1oNMNr5u6rJuVLcIc9x3yqYvgqbnaf-qr
IME,Matemática (Lic),2021,Escola Pública (EP),Primeira,52,49.5,29.17,454.81,25.0,10,10,
IME,Estatística (Bach),2021,Escola Pública (EP),Primeira,73,64.0,65.83,703.15,34.5,4,4,
IME,Matemática (Bach),2021,Escola Pública (EP),Primeira,65,48.5,26.67,491.3,27.0,62,26,
IME,Matemática (Lic),2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,34,35.5,15.0,294.26,25.0,11,10,https://drive.google.com/open?id=1aP559p8U4pmGTr5_K1a8mVjw_PmGNJ4t
Poli,Engenharia Ambiental,2021,Ampla Concorrência (AC),Segunda,74,64.5,65.83,708.52,38.0,443,67,
IME,Matemática (Lic),2021,Ampla Concorrência (AC),Primeira,57,50.5,82.5,654.44,30.0,10,9,
IME,Matemática Aplicada (Bach),2021,Ampla Concorrência (AC),Primeira,73,64.0,56.67,672.59,39.5,110,30,https://drive.google.com/open?id=1xgJfHKSapwCKdKhYKEOip7HmofNg26us
FEA,Ciências Atuariais,2021,Ampla Concorrência (AC),Segunda,57,67.0,52.5,609.44,40.0,414,81,https://drive.google.com/open?id=1PctjGH6IPFan9fLgjGQ7wQpxsVKdJMSn
EESC,Engenharia Mecânica,2021,Escola Pública (EP),Primeira,63,55.5,60.83,621.11,37.0,12,12,https://drive.google.com/open?id=1ui-tS5Ln3aRSrkOk6EaM0aDwi8XOY7nM
IME,Estatística (Bach),2021,Ampla Concorrência (AC),Primeira,80,63.5,74.17,755.19,32.0,23,7,https://drive.google.com/open?id=1w0O3NqbP9p75q2UIYipZjYhzWMlcdAXs
FCFRP,Farmácia Bioquímica,2021,Escola Pública (EP),Primeira,55,68.0,50.83,599.81,39.5,4,4,
IME,Estatística (Bach),2021,Ampla Concorrência (AC),Primeira,80,54.0,75.0,726.3,30.0,49,14,https://drive.google.com/open?id=16EMHJssII9D1NwZ0sN00IS01UfxB7kQ1
IME,Estatística (Bach),2021,Ampla Concorrência (AC),Primeira,62,51.0,65.0,616.3,30.0,189,46,https://drive.google.com/open?id=1Z8uvna2P0OMzuOJME7Z3nKxCKFLBs6ck
IME,Estatística (Bach),2021,Ampla Concorrência (AC),Primeira,66,66.0,56.67,653.33,39.0,135,33,https://drive.google.com/open?id=19GjIGDBv1PNlJJTG2bop9mHI0TIJRnr4
EACH,obstetrícia ,2021,Ampla Concorrência (AC),Segunda,50,52.0,45.0,508.52,31.5,26,26,
IME,Matemática (Lic),2021,Ampla Concorrência (AC),Segunda,63,54.0,25.0,496.67,31.5,79,72,
FCF,Farmácia Bioquímica,2021,Ampla Concorrência (AC),Primeira,73,65.0,80.0,753.7,38.0,6,6,https://drive.google.com/open?id=1Ttip0JouVspqMWDuyzF_IW6uOgIOAjyo
ICMC,Matemática-Bacharel e Licenciatura-Integral,2021,Ampla Concorrência (AC),Primeira,68,49.5,50.83,586.3,28.0,235,21,
FO,Odontologia,2021,Ampla Concorrência (AC),Segunda,61,61.5,63.33,642.04,36.5,50,45,
FE,Pedagogia vespertino,2021,Ampla Concorrência (AC),Primeira,62,66.5,50.0,617.96,43.0,4,3,
ESALQ,Ciências Econômicas,2021,Ampla Concorrência (AC),Primeira,55,57.0,53.33,571.48,33.0,19,19,
Poli,Engenharia Mecatrônica,2021,Ampla Concorrência (AC),Primeira,83,73.0,87.5,842.41,38.0,16,10,
IFSC,Bacharelado em Física ,2021,Ampla Concorrência (AC),Primeira,63,60.5,65.0,651.67,36.5,138,51,https://drive.google.com/open?id=1WmkuhcgYxYuiBB33Cpj8_qgmTveFT_tD
FFCLRP,Ciência da computação,2021,Escola Pública (EP),Primeira,57,56.0,54.17,578.33,33.5,44,23,https://drive.google.com/open?id=15KfyggvSrkcfnfpbWoaSdKNkE44tpjGi
IAG,Geofísica,2021,Ampla Concorrência (AC),Primeira,66,62.0,32.5,559.44,31.5,302,26,https://drive.google.com/open?id=1UIYHMBeEzt3fhYESeOgHpHqUBLCmFIPX
IME,Matemática (Lic),2021,Escola Pública (EP),Primeira,53,52.5,20.83,440.74,26.5,13,13,https://drive.google.com/open?id=1rP7RZeQ3nJS46-Y926qJdCHhD9du0X_8
Poli,Engenharia Civil,2021,Ampla Concorrência (AC),Primeira,75,67.0,72.5,742.78,34.5,242,69,
Poli,Engenharia de Computação,2021,Escola Pública (EP),Primeira,65,57.0,60.0,630.74,35.0,80,51,https://drive.google.com/open?id=1c36ADJ-HLiTnP5MBI0_NNDm6Od_0zx7o
FEARP,Economia Empresarial e Controladoria,2021,Ampla Concorrência (AC),Primeira,61,58.5,51.67,593.15,34.5,40,34,
EACH,Biotecnologia,2021,Ampla Concorrência (AC),Primeira,78,77.0,83.33,823.33,46.5,1,1,https://drive.google.com/open?id=13HroIuXzfwRpEn0V3_bX27NfvKu336K3
EESC,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,75,65.5,83.33,773.89,39.0,8,8,
EACH,Biotecnologia,2021,Ampla Concorrência (AC),Primeira,65,74.0,71.0,705.0,42.0,1,1,
EACH,Biotecnologia,2021,Ampla Concorrência (AC),Primeira,68,69.5,52.5,658.52,41.5,20,20,
Poli,Engenharia de Computação,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,59,54.5,35.83,519.63,31.5,27,18,https://drive.google.com/open?id=1xYHRCn6G_87ZMfj4_b7POcozQj5c-UjN
EACH,Biotecnologia,2021,Escola Pública (EP),Primeira,57,68.0,54.17,618.33,41.0,6,6,
FEA,Ciências Atuariais,2021,Ampla Concorrência (AC),Primeira,68,59.5,56.67,639.07,34.5,257,51,
IME,Matemática (Lic),2021,Ampla Concorrência (AC),Primeira,60,33.5,42.5,475.56,23.0,103,95,
IME,Matemática (Bach),2021,Ampla Concorrência (AC),Primeira,75,73.5,93.33,833.89,44.5,3,2,
IQ,Química Integral (Bach e Lic),2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,57,57.5,25.0,486.11,38.0,4,4,
EACH,Biotecnologia,2021,Ampla Concorrência (AC),Primeira,76,54.0,63.33,672.59,30.0,19,19,https://drive.google.com/open?id=1brQUYru8eG47j_3kT3AbrGESSo3Z_wks
IME,Ciência da Computação,2021,Ampla Concorrência (AC),Primeira,82,56.0,95.0,807.04,32.0,4,4,
IME,Matemática Aplicada e Computacional (Bach),2021,Ampla Concorrência (AC),Terceira,64,43.0,70.0,613.7,28.5,194,68,https://drive.google.com/open?id=1MOhmOG7VJMA8XNnlm2qGiMXE3ocx-ukd
ECA,Jornalismo,2021,Escola Pública (EP),Primeira,57,65.5,55.0,612.78,38.0,2,2,
ECA,Jornalismo,2020,Escola Pública (EP),Primeira,53,66.0,57.5,607.96,39.5,4,4,
ECA,Jornalismo,2021,Ampla Concorrência (AC),Primeira,66,69.5,68.33,703.89,38.5,1111,1110,
ECA,Jornalismo,2021,Escola Pública (EP),Primeira,57,62.5,44.17,566.67,38.0,10,10,https://drive.google.com/open?id=1e9NkRKr8PnmOMlxU0hIcF9cE655aSl8q
IME,Estatística (Bach),2020,Ampla Concorrência (AC),Após a terceira,62,48.0,48.33,550.74,29.5,264,65,
ECA,Jornalismo,2021,Ampla Concorrência (AC),Primeira,73,70.33,54.17,685.37,37.33,19,19,
IME,Matemática (Lic),2021,Ampla Concorrência (AC),Primeira,54,55.0,38.33,511.11,30.0,73,67,https://drive.google.com/open?id=18pEYQ3-2HaYlWGggcbPGooAbv8o_u7-h
ECA,Jornalismo,2021,Ampla Concorrência (AC),Primeira,76,65.0,61.67,703.7,35.5,12,12,https://drive.google.com/open?id=13BAqKbJ8MOAfo1MrOGs-ddtIjDSyqoKb
IME,Matemática Aplicada e Computacional (Bach),2021,Ampla Concorrência (AC),Primeira,75,52.0,80.0,726.0,26.0,43,14,
IME,Ciência da Computação,2021,Escola Pública (EP),Primeira,76,64.5,50.0,663.15,34.5,11,11,
IME,Matemática (Lic),2021,Ampla Concorrência (AC),Segunda,63,37.5,40.83,494.44,21.0,84,77,https://drive.google.com/open?id=1tzU_IdZRixDOGq4R9FEL4maQIc9myrOY
IME,Matemática (Lic),2021,Ampla Concorrência (AC),Segunda,47,51.0,33.33,455.19,34.5,123,114,https://drive.google.com/open?id=1flu4wkh8oW2OmnrzMeCGUU0f7VrX-p7s
Poli,Engenharia de Computação,2021,Ampla Concorrência (AC),Primeira,85,61.5,77.5,778.15,40.0,68,68,https://drive.google.com/open?id=12Tkev3UVcjOkzzGHJJH_b4NX6qgO7XQC
ECA,Jornalismo,2021,Ampla Concorrência (AC),Primeira,84,77.5,70.83,805.56,39.5,1,1,https://drive.google.com/open?id=16BqNR5FB-Tz4IWEJoM2-0MQpaAZdf8Y9
ECA,Jornalismo,2021,Ampla Concorrência (AC),Primeira,60,69.5,63.33,665.0,43.0,27,27,https://drive.google.com/open?id=1sc2o0jxzoHK1qag5Wi7_zS8WGmzHHKR7
FFLCH,Ciências Sociais,2021,Ampla Concorrência (AC),Primeira,65,67.5,62.5,674.07,36.5,15,15,
EACH,Gestão de Políticas Públicas,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,56,48.5,35.83,488.52,28.0,2,2,
FFLCH,Ciências Sociais,2021,Ampla Concorrência (AC),Primeira,68,69.0,64.0,695.0,35.0,8,8,
FFLCH,Ciências Sociais,2021,Ampla Concorrência (AC),Primeira,69,66.5,53.33,655.0,38.0,19,18,https://drive.google.com/open?id=15PDB0-xTWJSZpKQ9tTTC3sqhRgJ_s98v
IME,Ciência da Computação,2021,Ampla Concorrência (AC),Primeira,78,62.0,95.0,812.22,38.0,3,3,https://drive.google.com/open?id=1mGoKaZ6_yI_SRTGmEmqpQXfJhJZjYVND
FFLCH,Ciências Sociais,2021,Ampla Concorrência (AC),Primeira,59,62.0,45.83,577.96,38.0,101,99,
Poli,Engenharia Química,2021,Ampla Concorrência (AC),Primeira,79,70.5,70.0,760.93,39.5,162,44,
FFLCH,Ciências Sociais,2021,Escola Pública (EP),Primeira,59,66.5,47.5,598.52,43.0,6,6,
FFLCH,Ciências Sociais,2021,Ampla Concorrência (AC),Primeira,59,63.5,47.5,588.52,35.0,85,83,
FFLCH,Ciências Sociais,2021,Ampla Concorrência (AC),Primeira,61,65.0,54.0,623.0,41.0,45,45,https://drive.google.com/open?id=1iOCFc2OKhC0xkR_wN8WyminuYU-50vjW
FFLCH,Geografia,2021,Escola Pública (EP),Primeira,49,58.5,39.17,507.04,34.5,17,16,https://drive.google.com/open?id=1-Las2vqK4VIEP3Ke88yL_KTQYCElEKH9
FFLCH,Ciências Sociais,2021,Ampla Concorrência (AC),Primeira,61,63.0,58.33,630.37,41.0,37,37,https://drive.google.com/open?id=1mXnfA_owrY9v3tFYn94r5dWe0Jt7ODqC
FFLCH,Geografia,2021,Ampla Concorrência (AC),Primeira,59,48.0,50.83,547.96,27.0,52,52,
FFLCH,Geografia,2021,Escola Pública (EP),Primeira,43,49.0,58.33,517.04,29.5,15,15,https://drive.google.com/open?id=1jtxQ9e_ay6gttoM5cqJlqtR_b0Em6vYr
FFLCH,Geografia,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,51,54.0,53.33,546.67,35.0,1,1,
FFLCH,Geografia,2021,Ampla Concorrência (AC),Primeira,69,60.0,44.17,602.78,35.0,28,27,
FFLCH,Geografia,2021,Ampla Concorrência (AC),Primeira,59,59.0,52.5,590.19,33.0,32,32,https://drive.google.com/open?id=1iBLQ4r0pZUR1F6nkpzmugF0Jgx4yRecM
FCF,Farmácia Bioquímica,2021,Ampla Concorrência (AC),Primeira,73,62.0,75.0,727.04,38.0,12,12,https://drive.google.com/open?id=1tWszjaqUq9T_iYTHFw3xtUeMK76nwMX4
ECA,Artes Visuais,2021,Escola Pública (EP),Primeira,57,69.0,54.0,624.0,40.0,3,3,https://drive.google.com/open?id=1gkjqmadUNY8QfTuCppYyJ9WFX1_B9U6c
ECA,Artes Visuais,2021,Escola Pública (EP),Primeira,59,54.0,53.33,576.3,30.0,7,7,https://drive.google.com/open?id=1zqppe76eRaSIIZod7taOR4jutOhY5Kl0
ECA,Artes Visuais,2021,Ampla Concorrência (AC),Primeira,75,82.0,71.67,790.0,48.0,1,1,
ECA,Artes Visuais,2021,Ampla Concorrência (AC),Primeira,65,70.0,55.0,657.41,38.5,7,7,https://drive.google.com/open?id=1ryAizrRX53PV0ukV8cT5oxmChxih50-J
ECA,Artes Visuais,2021,Ampla Concorrência (AC),Primeira,77,65.0,51.67,674.07,30.0,5,5,
ECA,Artes Visuais,2021,Ampla Concorrência (AC),Primeira,67,70.0,64.17,695.37,46.0,3,3,
Poli,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,85,59.0,70.83,747.59,33.0,220,113,
ECA,Artes Visuais,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,58,65.0,55.0,614.81,38.5,1,1,
FFLCH,Geografia,2021,Ampla Concorrência (AC),Primeira,68,56.5,61.67,645.74,30.0,14,14,
FFLCH,Letras (Básico),2021,Ampla Concorrência (AC),Primeira,78,71.0,70.83,761.67,39.5,5,5,
